DESCRIPTION,RATING,REVIEWS COUNT,IMAGE,LINK,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09
"OPPO A9 2020 (Space Purple,8 GB RAM, 128 GB)",4.3,57614,https://rukminim1.flixcart.com/image/416/416/k51cpe80pkrrdj/mobile/j/t/c/oppo-a9-2020-cph1937-original-imafkhhxczz79agw.jpeg?q=70,https://www.flipkart.com/oppo-a9-2020-space-purple-128-gb/p/itm32799ab1d45b4?pid=MOBFKCS5NYHG8KWD&lid=LSTMOBFKCS5NYHG8KWDXTHKKV&marketplace=FLIPKART&srno=s_6_138&otracker=search&fm=organic&iid=6036e86b-0ff0-4272-8c48-8216a01bcbb2.MOBFKCS5NYHG8KWD.SEARCH&ssid=ws91na8dfk0000001612574349271&qH=e9ad1f73d698efc8,15990,15990,14990,14990,14990,unavailable,unavailable,unavailable,15990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO A5 2020 (Mirror Black,3 GB RAM, 64 GB)",4.4,2869,https://rukminim1.flixcart.com/image/416/416/k51cpe80pkrrdj/mobile/e/m/g/oppo-a5-2020-cph1931-original-imafkhhw9pvtr73b.jpeg?q=70,https://www.flipkart.com/oppo-a5-2020-mirror-black-64-gb/p/itm44cc5daff0ba1?pid=MOBFKCS5MRHGTGJD&lid=LSTMOBFKCS5MRHGTGJDOBIUOS&marketplace=FLIPKART&srno=s_6_139&otracker=search&fm=organic&iid=6036e86b-0ff0-4272-8c48-8216a01bcbb2.MOBFKCS5MRHGTGJD.SEARCH&ssid=ws91na8dfk0000001612574349271&qH=e9ad1f73d698efc8,12890,12799,12875,12875,12999,12999,12999,12875,12990,12990,12990,12990,12990,12990,12900,12890,12990,12990,12899,12799,12799,12799,12899,unavailable,unavailable,12999,unavailable,12890,12890,unavailable,unavailable,unavailable
"OPPO A52 (Twilight Black,8 GB RAM, 128 GB)",4.3,114,https://rukminim1.flixcart.com/image/416/416/kdoup3k0/mobile/h/g/x/oppo-a52-cph2061-original-imafujhyvg2hjsfh.jpeg?q=70,https://www.flipkart.com/oppo-a52-twilight-black-128-gb/p/itmcc156b0eb6e2a?pid=MOBFUJHD48JGWHGX&lid=LSTMOBFUJHD48JGWHGXVSXQNH&marketplace=FLIPKART&srno=s_6_140&otracker=search&fm=organic&iid=6036e86b-0ff0-4272-8c48-8216a01bcbb2.MOBFUJHD48JGWHGX.SEARCH&ssid=ws91na8dfk0000001612574349271&qH=e9ad1f73d698efc8,18990,18990,18990,18990,18990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO Reno3 Pro (Sky White,8 GB RAM, 256 GB)",4.4,4047,https://rukminim1.flixcart.com/image/416/416/k9u8zgw0/mobile/z/q/k/oppo-reno3-pro-cph2035-original-imafrjhzv6urnftv.jpeg?q=70,https://www.flipkart.com/oppo-reno3-pro-sky-white-256-gb/p/itm05804cb14fc19?pid=MOBFRGHWGUZXWZQK&lid=LSTMOBFRGHWGUZXWZQKMNRKEN&marketplace=FLIPKART&srno=s_6_141&otracker=search&fm=organic&iid=6036e86b-0ff0-4272-8c48-8216a01bcbb2.MOBFRGHWGUZXWZQK.SEARCH&ssid=ws91na8dfk0000001612574349271&qH=e9ad1f73d698efc8,27990,27990,27990,27990,27990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO F17 PRO (Gold,8 GB RAM, 128 GB)",4.4,7065,https://rukminim1.flixcart.com/image/416/416/kgmla4w0/mobile/z/a/j/oppo-f17-pro-oppo-cph2119-original-imafwtwdvrdshdh4.jpeg?q=70,https://www.flipkart.com/oppo-f17-pro-gold-128-gb/p/itm1da1a6d7230e9?pid=MOBFWTKZAGDNAZAJ&lid=LSTMOBFWTKZAGDNAZAJ95ZRP2&marketplace=FLIPKART&srno=s_6_142&otracker=search&fm=organic&iid=6036e86b-0ff0-4272-8c48-8216a01bcbb2.MOBFWTKZAGDNAZAJ.SEARCH&ssid=ws91na8dfk0000001612574349271&qH=e9ad1f73d698efc8,22999,22999,22999,22999,22999,unavailable,unavailable,unavailable,unavailable,25000,25990,25990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,22999,22999,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO K1 (Astral Blue,6 GB RAM, 64 GB)",4.3,1733,https://rukminim1.flixcart.com/image/416/416/k2jbyq80pkrrdj/mobile-refurbished/f/g/h/k1-64-d-cph1893-oppo-4-original-imafhwbrc9rdv2et.jpeg?q=70,https://www.flipkart.com/oppo-k1-astral-blue-64-gb/p/itmfdy9keddxqvbt?pid=MOBFS6UCF2JZCTQ3&lid=LSTMOBFS6UCF2JZCTQ3PP277W&marketplace=FLIPKART&srno=s_6_143&otracker=search&fm=organic&iid=6036e86b-0ff0-4272-8c48-8216a01bcbb2.MOBFS6UCF2JZCTQ3.SEARCH&ssid=ws91na8dfk0000001612574349271&qH=e9ad1f73d698efc8,13990,13990,13990,13990,13990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,15990,15990,15990,15990,15990
"OPPO K1 (Piano Black,6 GB RAM, 64 GB)",4.3,1733,https://rukminim1.flixcart.com/image/416/416/k2jbyq80pkrrdj/mobile-refurbished/r/h/y/k1-64-c-cph1893-oppo-4-original-imafhwbzhvuvqqad.jpeg?q=70,https://www.flipkart.com/oppo-k1-piano-black-64-gb/p/itmfdy9keddxqvbt?pid=MOBFS6UC2X5REFC3&lid=LSTMOBFS6UC2X5REFC3X0IDXP&marketplace=FLIPKART&srno=s_6_144&otracker=search&fm=organic&iid=6036e86b-0ff0-4272-8c48-8216a01bcbb2.MOBFS6UC2X5REFC3.SEARCH&ssid=ws91na8dfk0000001612574349271&qH=e9ad1f73d698efc8,13990,13990,13990,13990,13990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO F11 (Marble Green,4 GB RAM, 128 GB)",4.4,75552,https://rukminim1.flixcart.com/image/416/416/k2jbyq80pkrrdj/mobile-refurbished/z/a/f/f11-128-a-cph1911-oppo-4-original-imafght4kvkhnzzg.jpeg?q=70,https://www.flipkart.com/oppo-f11-marble-green-128-gb/p/itmfgb8ft4kfgfe6?pid=MOBFGB8FFMZDKSBF&lid=LSTMOBFGB8FFMZDKSBFZVHMK3&marketplace=FLIPKART&srno=s_7_145&otracker=search&fm=organic&iid=c3fd5041-ba64-4bc2-9da0-d41df60dd759.MOBFGB8FFMZDKSBF.SEARCH&ssid=kzxy4nrnc00000001612574352097&qH=e9ad1f73d698efc8,13990,13990,13990,13990,13990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO F11 Pro (Waterfall Grey,6 GB RAM, 128 GB)",4.5,"1,26,504",https://rukminim1.flixcart.com/image/416/416/k73nlow0/mobile/g/5/2/oppo-f11-pro-cph1969-original-imafpfybdkcp5yqt.jpeg?q=70,https://www.flipkart.com/oppo-f11-pro-waterfall-grey-128-gb/p/itmfe6k2gurv2a3p?pid=MOBFPEXHRZMYPG52&lid=LSTMOBFPEXHRZMYPG52CI9F8D&marketplace=FLIPKART&srno=s_7_146&otracker=search&fm=organic&iid=c3fd5041-ba64-4bc2-9da0-d41df60dd759.MOBFPEXHRZMYPG52.SEARCH&ssid=kzxy4nrnc00000001612574352097&qH=e9ad1f73d698efc8,14990,14990,unavailable,unavailable,14990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO F11 Pro (Aurora Green,6 GB RAM, 128 GB)",4.5,"1,26,504",https://rukminim1.flixcart.com/image/416/416/k01b8280pkrrdj/mobile-refurbished/8/w/n/f11-pro-128-d-cph1969-oppo-6-original-imafec8hzfzyg79e.jpeg?q=70,https://www.flipkart.com/oppo-f11-pro-aurora-green-128-gb/p/itmfe6k2gurv2a3p?pid=MOBFG9WZGHSPTFPV&lid=LSTMOBFG9WZGHSPTFPVWKBCEC&marketplace=FLIPKART&srno=s_7_147&otracker=search&fm=organic&iid=c3fd5041-ba64-4bc2-9da0-d41df60dd759.MOBFG9WZGHSPTFPV.SEARCH&ssid=kzxy4nrnc00000001612574352097&qH=e9ad1f73d698efc8,17990,17990,14990,14990,14990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO F11 (Fluorite Purple,6 GB RAM, 128 GB)",4.4,4106,https://rukminim1.flixcart.com/image/416/416/k2jbyq80pkrrdj/mobile-refurbished/e/f/h/f11-128-b-cph1911-oppo-6-original-imafg4zzjgyjsydr.jpeg?q=70,https://www.flipkart.com/oppo-f11-fluorite-purple-128-gb/p/itmfgb8ft4kfgfe6?pid=MOBFG2FZNH5FVTNH&lid=LSTMOBFG2FZNH5FVTNHSPZS6C&marketplace=FLIPKART&srno=s_7_148&otracker=search&fm=organic&iid=c3fd5041-ba64-4bc2-9da0-d41df60dd759.MOBFG2FZNH5FVTNH.SEARCH&ssid=kzxy4nrnc00000001612574352097&qH=e9ad1f73d698efc8,17990,17990,17990,17990,17990,unavailable,unavailable,unavailable,17990,unavailable,unavailable,unavailable,17990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO K1 (Astral Blue,4 GB RAM, 64 GB)",4.4,74965,https://rukminim1.flixcart.com/image/416/416/jrqo70w0/mobile/e/n/c/oppo-k1-cph1893-original-imafdgxwckzg2kja.jpeg?q=70,https://www.flipkart.com/oppo-k1-astral-blue-64-gb/p/itmfdy9keddxqvbt?pid=MOBFDY9KYGDFFENC&lid=LSTMOBFDY9KYGDFFENCTI5SPP&marketplace=FLIPKART&srno=s_7_149&otracker=search&fm=organic&iid=c3fd5041-ba64-4bc2-9da0-d41df60dd759.MOBFDY9KYGDFFENC.SEARCH&ssid=kzxy4nrnc00000001612574352097&qH=e9ad1f73d698efc8,14990,14990,14990,14990,18990,18990,18990,18990,unavailable,unavailable,18990,18990,unavailable,unavailable,18990,18990,18990,18990,18990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO F11 (Fluorite Purple,4 GB RAM, 128 GB)",4.4,75552,https://rukminim1.flixcart.com/image/416/416/k2jbyq80pkrrdj/mobile-refurbished/m/p/6/f11-128-c-cph1911-oppo-4-original-imafght4bbcxzmgc.jpeg?q=70,https://www.flipkart.com/oppo-f11-fluorite-purple-128-gb/p/itmfgb8ft4kfgfe6?pid=MOBFGB8FQFERQP6D&lid=LSTMOBFGB8FQFERQP6DWPX4SP&marketplace=FLIPKART&srno=s_7_150&otracker=search&fm=organic&iid=c3fd5041-ba64-4bc2-9da0-d41df60dd759.MOBFGB8FQFERQP6D.SEARCH&ssid=kzxy4nrnc00000001612574352097&qH=e9ad1f73d698efc8,13990,13990,13990,13990,13990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO F11 Pro (Thunder Black,6 GB RAM, 128 GB)",4.5,"1,26,504",https://rukminim1.flixcart.com/image/416/416/k01b8280pkrrdj/mobile/d/g/s/oppo-f11-pro-cph1969-original-imafec8h3uqk3fqw.jpeg?q=70,https://www.flipkart.com/oppo-f11-pro-thunder-black-128-gb/p/itmfe6k2gurv2a3p?pid=MOBFG9WZ3D5KMAUX&lid=LSTMOBFG9WZ3D5KMAUXE0WM2C&marketplace=FLIPKART&srno=s_7_151&otracker=search&fm=organic&iid=c3fd5041-ba64-4bc2-9da0-d41df60dd759.MOBFG9WZ3D5KMAUX.SEARCH&ssid=kzxy4nrnc00000001612574352097&qH=e9ad1f73d698efc8,17990,17990,14990,14990,14990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO F11 Pro (Aurora Green,6 GB RAM, 64 GB)",4.5,"1,26,504",https://rukminim1.flixcart.com/image/416/416/k01b8280pkrrdj/mobile-refurbished/8/w/n/f11-pro-128-d-cph1969-oppo-6-original-imafec8hzfzyg79e.jpeg?q=70,https://www.flipkart.com/oppo-f11-pro-aurora-green-64-gb/p/itmfe6k2gurv2a3p?pid=MOBFE6KFGD6YT27Z&lid=LSTMOBFE6KFGD6YT27ZYQM1CP&marketplace=FLIPKART&srno=s_7_152&otracker=search&fm=organic&iid=c3fd5041-ba64-4bc2-9da0-d41df60dd759.MOBFE6KFGD6YT27Z.SEARCH&ssid=kzxy4nrnc00000001612574352097&qH=e9ad1f73d698efc8,16890,16890,13990,13990,13990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO F11 Pro (Thunder Black,6 GB RAM, 64 GB)",4.5,"1,26,504",https://rukminim1.flixcart.com/image/416/416/k01b8280pkrrdj/mobile/d/g/s/oppo-f11-pro-cph1969-original-imafec8h3uqk3fqw.jpeg?q=70,https://www.flipkart.com/oppo-f11-pro-thunder-black-64-gb/p/itmfe6k2gurv2a3p?pid=MOBFE6K2KQDSWAM8&lid=LSTMOBFE6K2KQDSWAM8NJIBNV&marketplace=FLIPKART&srno=s_7_153&otracker=search&fm=organic&iid=c3fd5041-ba64-4bc2-9da0-d41df60dd759.MOBFE6K2KQDSWAM8.SEARCH&ssid=kzxy4nrnc00000001612574352097&qH=e9ad1f73d698efc8,16990,16990,13990,13990,13990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO F11 (Jewelry White,6 GB RAM, 128 GB)",4.4,4106,https://rukminim1.flixcart.com/image/416/416/k2jbyq80pkrrdj/mobile-refurbished/q/9/u/f11-128-b-cph1911-oppo-4-original-imafght42bnt4qem.jpeg?q=70,https://www.flipkart.com/oppo-f11-jewelry-white-128-gb/p/itmfgb8ft4kfgfe6?pid=MOBFG2FZT6FQGCDV&lid=LSTMOBFG2FZT6FQGCDVZ27CXL&marketplace=FLIPKART&srno=s_7_154&otracker=search&fm=organic&iid=c3fd5041-ba64-4bc2-9da0-d41df60dd759.MOBFG2FZT6FQGCDV.SEARCH&ssid=kzxy4nrnc00000001612574352097&qH=e9ad1f73d698efc8,17990,17990,17990,17990,17990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO A9 (Fluorite Purple,4 GB RAM, 128 GB)",4.4,1333,https://rukminim1.flixcart.com/image/416/416/k2jbyq80pkrrdj/mobile-refurbished/4/9/g/a9-128-d-cph1938-oppo-4-original-imafgu7mfydpz8ja.jpeg?q=70,https://www.flipkart.com/oppo-a9-fluorite-purple-128-gb/p/itmfgnd9z4gpykh8?pid=MOBFGND9HZ4ER2MZ&lid=LSTMOBFGND9HZ4ER2MZW5HOKI&marketplace=FLIPKART&srno=s_7_155&otracker=search&fm=organic&iid=c3fd5041-ba64-4bc2-9da0-d41df60dd759.MOBFGND9HZ4ER2MZ.SEARCH&ssid=kzxy4nrnc00000001612574352097&qH=e9ad1f73d698efc8,12990,12990,12990,12990,12990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO A9 2020 (Vanilla Mint,8 GB RAM, 128 GB)",4.3,57614,https://rukminim1.flixcart.com/image/416/416/k51cpe80pkrrdj/mobile/g/d/t/oppo-a9-2020-cph1937-original-imafmhwbgre6pujw.jpeg?q=70,https://www.flipkart.com/oppo-a9-2020-vanilla-mint-128-gb/p/itm32799ab1d45b4?pid=MOBFMEVEHZWUJYFD&lid=LSTMOBFMEVEHZWUJYFDLVGVKW&marketplace=FLIPKART&srno=s_7_156&otracker=search&fm=organic&iid=c3fd5041-ba64-4bc2-9da0-d41df60dd759.MOBFMEVEHZWUJYFD.SEARCH&ssid=kzxy4nrnc00000001612574352097&qH=e9ad1f73d698efc8,15990,15990,14990,14990,14990,unavailable,unavailable,unavailable,unavailable,19999,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO A83 (Black,3 GB RAM, 32 GB)",4.4,1979,https://rukminim1.flixcart.com/image/416/416/jcnovbk0/mobile/m/9/r/oppo-a83-cph1729-original-imaffzeqkvswrgz9.jpeg?q=70,https://www.flipkart.com/oppo-a83-black-32-gb/p/itmffjzz8vzr6z2p?pid=MOBFFKFY6GVCCM9R&lid=LSTMOBFFKFY6GVCCM9RWSMVYI&marketplace=FLIPKART&srno=s_7_157&otracker=search&fm=organic&iid=c3fd5041-ba64-4bc2-9da0-d41df60dd759.MOBFFKFY6GVCCM9R.SEARCH&ssid=kzxy4nrnc00000001612574352097&qH=e9ad1f73d698efc8,13490,13490,13490,13490,13490,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO A9 (Marble Green,4 GB RAM, 128 GB)",4.4,1333,https://rukminim1.flixcart.com/image/416/416/k2jbyq80pkrrdj/mobile-refurbished/s/j/g/a9-128-a-cph1938-oppo-4-original-imafgu7mvmqbuxtb.jpeg?q=70,https://www.flipkart.com/oppo-a9-marble-green-128-gb/p/itmfgnd9z4gpykh8?pid=MOBFGND94VJJ2VSE&lid=LSTMOBFGND94VJJ2VSEXEX3ZL&marketplace=FLIPKART&srno=s_7_158&otracker=search&fm=organic&iid=c3fd5041-ba64-4bc2-9da0-d41df60dd759.MOBFGND94VJJ2VSE.SEARCH&ssid=kzxy4nrnc00000001612574352097&qH=e9ad1f73d698efc8,12990,12990,12990,12990,12990,unavailable,unavailable,16990,unavailable,16990,16990,16990,16990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,16990,16990,16990,unavailable,16990,16990,16990,16990,16990,16990,16990,16990,16990
"OPPO F5 Youth (Gold,3 GB RAM, 32 GB)",4.3,8674,https://rukminim1.flixcart.com/image/416/416/jatym4w0/mobile/z/x/q/oppo-f5-youth-cph1725-original-imafybffyxmpqxrh.jpeg?q=70,https://www.flipkart.com/oppo-f5-youth-gold-32-gb/p/itmfybdzm3gftnd5?pid=MOBFYBDZNYTYDZXQ&lid=LSTMOBFYBDZNYTYDZXQP16LVG&marketplace=FLIPKART&srno=s_7_159&otracker=search&fm=organic&iid=c3fd5041-ba64-4bc2-9da0-d41df60dd759.MOBFYBDZNYTYDZXQ.SEARCH&ssid=kzxy4nrnc00000001612574352097&qH=e9ad1f73d698efc8,6490,6490,6490,6490,6490,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO F7 (Red,6 GB RAM, 128 GB)",4.5,2383,https://rukminim1.flixcart.com/image/416/416/jf751u80/mobile/p/y/d/oppo-f7-cph1819-original-imaf3phkphb3yuv4.jpeg?q=70,https://www.flipkart.com/oppo-f7-red-128-gb/p/itmf3phhkss4zz8g?pid=MOBF3HZ2AYZRS9YT&lid=LSTMOBF3HZ2AYZRS9YTGEWFKO&marketplace=FLIPKART&srno=s_7_160&otracker=search&fm=organic&iid=c3fd5041-ba64-4bc2-9da0-d41df60dd759.MOBF3HZ2AYZRS9YT.SEARCH&ssid=kzxy4nrnc00000001612574352097&qH=e9ad1f73d698efc8,27990,27990,27990,27990,27990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO F7 (Black,6 GB RAM, 128 GB)",4.5,2383,https://rukminim1.flixcart.com/image/416/416/jggv53k0/mobile/g/j/x/oppo-f7-cph1821-original-imaf4pauq5epybjc.jpeg?q=70,https://www.flipkart.com/oppo-f7-black-128-gb/p/itmf3phhkss4zz8g?pid=MOBF3HZ2BX4HYGJX&lid=LSTMOBF3HZ2BX4HYGJXW6LQAR&marketplace=FLIPKART&srno=s_7_161&otracker=search&fm=organic&iid=c3fd5041-ba64-4bc2-9da0-d41df60dd759.MOBF3HZ2BX4HYGJX.SEARCH&ssid=kzxy4nrnc00000001612574352097&qH=e9ad1f73d698efc8,27990,27990,27990,27990,27990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO F5 (Gold,4 GB RAM, 32 GB)",4.4,5773,https://rukminim1.flixcart.com/image/416/416/j9d3bm80/mobile/d/z/d/oppo-f5-cph1723-original-imaezfyg3xvgyvku.jpeg?q=70,https://www.flipkart.com/oppo-f5-gold-32-gb/p/itmezypvemsyzy9s?pid=MOBEZYPVKKX5KDZD&lid=LSTMOBEZYPVKKX5KDZDU02SZH&marketplace=FLIPKART&srno=s_7_162&otracker=search&fm=organic&iid=c3fd5041-ba64-4bc2-9da0-d41df60dd759.MOBEZYPVKKX5KDZD.SEARCH&ssid=kzxy4nrnc00000001612574352097&qH=e9ad1f73d698efc8,19990,19990,19990,19990,19990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO Reno4 Pro Special Edition (Starry Night,8 GB RAM, 128 GB)",4.4,766,https://rukminim1.flixcart.com/image/416/416/kd7pevk0/mobile/g/q/g/oppo-reno4-pro-special-edition-cph2109-original-imafu5tbhv6eyeck.jpeg?q=70,https://www.flipkart.com/oppo-reno4-pro-special-starry-night-128-gb/p/itmbe6493ed09d6c?pid=MOBFU3M976NSUGQG&lid=LSTMOBFU3M976NSUGQGXOUSHE&marketplace=FLIPKART&srno=s_7_163&otracker=search&fm=organic&iid=c3fd5041-ba64-4bc2-9da0-d41df60dd759.MOBFU3M976NSUGQG.SEARCH&ssid=kzxy4nrnc00000001612574352097&qH=e9ad1f73d698efc8,34990,34990,34990,34990,34990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,39990,39990,39990,39990,39990,39990,39990,39990,39990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO Ravichandran Ashwin Limited Edition (Black,4 GB RAM, 64 GB)",4.4,41,https://rukminim1.flixcart.com/image/416/416/jgzfv680/mobile/a/r/m/oppo-hardik-pandya-limited-editon-na-original-imaf53rdt87myzyz.jpeg?q=70,https://www.flipkart.com/oppo-ravichandran-ashwin-limited-black-64-gb/p/itmf53qxdszr6hu8?pid=MOBF53QXWKFNQB8C&lid=LSTMOBF53QXWKFNQB8CHEESAT&marketplace=FLIPKART&srno=s_7_164&otracker=search&fm=organic&iid=c3fd5041-ba64-4bc2-9da0-d41df60dd759.MOBF53QXWKFNQB8C.SEARCH&ssid=kzxy4nrnc00000001612574352097&qH=e9ad1f73d698efc8,22990,22990,22990,22990,22990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
"OPPO Rohit Sharma Limited Edition (Black,4 GB RAM, 64 GB)",4.5,51,https://rukminim1.flixcart.com/image/416/416/jgzfv680/mobile/a/r/m/oppo-hardik-pandya-limited-editon-na-original-imaf53rdt87myzyz.jpeg?q=70,https://www.flipkart.com/oppo-rohit-sharma-limited-black-64-gb/p/itmf53qx6zpfgbav?pid=MOBF53QXHPSDQNFX&lid=LSTMOBF53QXHPSDQNFXJQ8BOI&marketplace=FLIPKART&srno=s_7_165&otracker=search&fm=organic&iid=c3fd5041-ba64-4bc2-9da0-d41df60dd759.MOBF53QXHPSDQNFX.SEARCH&ssid=kzxy4nrnc00000001612574352097&qH=e9ad1f73d698efc8,22990,22990,22990,22990,22990,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable
